"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"2215","G17003106913001","170316913001","80","8"
"2216","G17003106913002","170316913002","72","7"
"2217","G17003106914001","170316914001","82","8"
"2218","G17003106914002","170316914002","82","8"
"2219","G17003106914003","170316914003","82","8"
"2220","G17003106914004","170316914004","82","8"
"2221","G17003106914005","170316914005","82","8"
"2222","G17003106915001","170316915001","78","8"
"2223","G17003106915002","170316915002","78","8"
"2224","G17003106915003","170316915003","76","7"
"2225","G17003107001001","170317001001","61","6"
"2226","G17003107001002","170317001002","63","6"
"2227","G17003107002001","170317002001","59","5"
"2228","G17003107002002","170317002002","60","5"
"2229","G17003107002003","170317002003","63","6"
"2230","G17003107002004","170317002004","57","5"
"2231","G17003107003011","170317003011","50","4"
"2232","G17003107003012","170317003012","54","5"
"2233","G17003107003013","170317003013","59","5"
"2234","G17003107003021","170317003021","48","4"
"2235","G17003107003022","170317003022","53","5"
"2236","G17003107003023","170317003023","63","6"
"2237","G17003107003024","170317003024","49","4"
"2238","G17003107004011","170317004011","49","4"
"2239","G17003107004012","170317004012","58","5"
"2240","G17003107004013","170317004013","55","5"
"2241","G17003107004014","170317004014","57","5"
"2242","G17003107004021","170317004021","56","5"
"2243","G17003107004022","170317004022","53","5"
"2244","G17003107004023","170317004023","45","4"
"2245","G17003107005011","170317005011","66","6"
"2246","G17003107005012","170317005012","64","6"
"2247","G17003107005013","170317005013","64","6"
"2248","G17003107005014","170317005014","65","6"
"2249","G17003107005015","170317005015","63","6"
"2250","G17003107005016","170317005016","63","6"
"2251","G17003107005021","170317005021","48","4"
"2252","G17003107005022","170317005022","55","5"
"2253","G17003107101001","170317101001","74","7"
"2254","G17003107102001","170317102001","77","7"
"2255","G17003107102002","170317102002","77","7"
"2256","G17003107102003","170317102003","77","7"
"2257","G17003107102004","170317102004","77","7"
"2258","G17003107102005","170317102005","77","7"
"2259","G17003107103001","170317103001","80","8"
"2260","G17003107104001","170317104001","79","8"
"2261","G17003107104002","170317104002","79","8"
"2262","G17003107104003","170317104003","79","8"
"2263","G17003107104004","170317104004","79","8"
"2264","G17003107104005","170317104005","79","8"
"2265","G17003107104006","170317104006","79","8"
"2266","G17003107105001","170317105001","74","7"
"2267","G17003107105002","170317105002","78","8"
"2268","G17003107105003","170317105003","78","8"
"2269","G17003107105004","170317105004","76","7"
"2270","G17003107106001","170317106001","72","7"
"2271","G17003107106002","170317106002","75","7"
"2272","G17003107107001","170317107001","78","8"
"2273","G17003107107002","170317107002","78","8"
"2274","G17003107107003","170317107003","86","9"
"2275","G17003107107004","170317107004","75","7"
"2276","G17003107108001","170317108001","81","8"
"2277","G17003107108002","170317108002","82","8"
"2278","G17003107108003","170317108003","82","8"
"2279","G17003107108004","170317108004","82","8"
"2280","G17003107108005","170317108005","82","8"
"2281","G17003107108006","170317108006","82","8"
"2282","G17003107109001","170317109001","89","9"
"2283","G17003107109002","170317109002","65","6"
"2284","G17003107110001","170317110001","74","7"
"2285","G17003107110002","170317110002","70","7"
"2286","G17003107110003","170317110003","72","7"
"2287","G17003107111001","170317111001","73","7"
"2288","G17003107111002","170317111002","72","7"
"2289","G17003107111003","170317111003","73","7"
"2290","G17003107112001","170317112001","74","7"
"2291","G17003107112002","170317112002","78","8"
"2292","G17003107112003","170317112003","65","6"
"2293","G17003107112004","170317112004","69","7"
"2294","G17003107113001","170317113001","62","6"
"2295","G17003107113002","170317113002","61","6"
"2296","G17003107114001","170317114001","77","7"
"2297","G17003107114002","170317114002","69","7"
"2298","G17003107114003","170317114003","71","7"
"2299","G17003107115001","170317115001","79","8"
"2300","G17003107115002","170317115002","79","8"
"2301","G17003107201001","170317201001","24","2"
"2302","G17003107201002","170317201002","22","1"
"2303","G17003107201003","170317201003","25","2"
"2304","G17003107202001","170317202001","37","3"
"2305","G17003107202002","170317202002","46","4"
"2306","G17003107202003","170317202003","30","2"
"2307","G17003107203001","170317203001","31","2"
"2308","G17003107203002","170317203002","28","2"
"2309","G17003107203003","170317203003","26","2"
"2310","G17003107203004","170317203004","34","2"
"2311","G17003107204001","170317204001","34","2"
"2312","G17003107204002","170317204002","43","3"
"2313","G17003107205001","170317205001","30","2"
"2314","G17003107205002","170317205002","36","3"
"2315","G17003107206001","170317206001","17","1"
"2316","G17003107206002","170317206002","22","1"
"2317","G17003107207001","170317207001","15","1"
"2318","G17003107207002","170317207002","39","3"
"2319","G17003107207003","170317207003","45","4"
"2320","G17003107301001","170317301001","80","8"
"2321","G17003107301002","170317301002","76","7"
"2322","G17003107301003","170317301003","74","7"
"2323","G17003107302011","170317302011","68","6"
"2324","G17003107302012","170317302012","68","6"
"2325","G17003107302013","170317302013","68","6"
"2326","G17003107302014","170317302014","68","6"
"2327","G17003107302015","170317302015","68","6"
"2328","G17003107302021","170317302021","69","7"
"2329","G17003107302022","170317302022","62","6"
"2330","G17003107302023","170317302023","43","3"
"2331","G17003107303001","170317303001","81","8"
"2332","G17003107304001","170317304001","66","6"
"2333","G17003107304002","170317304002","64","6"
"2334","G17003107304003","170317304003","73","7"
"2335","G17003107304004","170317304004","66","6"
"2336","G17003107305001","170317305001","80","8"
"2337","G17003107305002","170317305002","81","8"
"2338","G17003107305003","170317305003","81","8"
"2339","G17003107305004","170317305004","81","8"
"2340","G17003107306001","170317306001","63","6"
"2341","G17003107306002","170317306002","66","6"
"2342","G17003107306003","170317306003","68","6"
"2343","G17003107307001","170317307001","77","7"
"2344","G17003107307002","170317307002","71","7"
"2345","G17003107401001","170317401001","44","4"
"2346","G17003107401002","170317401002","41","3"
"2347","G17003107401003","170317401003","42","3"
"2348","G17003107401004","170317401004","47","4"
"2349","G17003107402001","170317402001","45","4"
"2350","G17003107402002","170317402002","39","3"
"2351","G17003107402003","170317402003","38","3"
"2352","G17003107402004","170317402004","34","2"
"2353","G17003107403001","170317403001","37","3"
"2354","G17003107403002","170317403002","41","3"
"2355","G17003107403003","170317403003","37","3"
"2356","G17003107403004","170317403004","43","3"
"2357","G17003107403005","170317403005","30","2"
"2358","G17003107404001","170317404001","38","3"
"2359","G17003107404002","170317404002","38","3"
"2360","G17003107404003","170317404003","47","4"
"2361","G17003107404004","170317404004","41","3"
"2362","G17003107501001","170317501001","65","6"
"2363","G17003107501002","170317501002","67","6"
"2364","G17003107501003","170317501003","72","7"
"2365","G17003107501004","170317501004","84","8"
"2366","G17003107502001","170317502001","56","5"
"2367","G17003107502002","170317502002","72","7"
"2368","G17003107502003","170317502003","44","4"
"2369","G17003107502004","170317502004","58","5"
"2370","G17003107503001","170317503001","39","3"
"2371","G17003107503002","170317503002","41","3"
"2372","G17003107503003","170317503003","34","2"
"2373","G17003107504001","170317504001","39","3"
"2374","G17003107504002","170317504002","41","3"
"2375","G17003107504003","170317504003","44","4"
"2376","G17003107505001","170317505001","62","6"
"2377","G17003107505002","170317505002","55","5"
"2378","G17003107505003","170317505003","64","6"
"2379","G17003107505004","170317505004","60","5"
"2380","G17003107506001","170317506001","78","8"
"2381","G17003107506002","170317506002","70","7"
"2382","G17003107506003","170317506003","83","8"
"2383","G17003107506004","170317506004","77","7"
"2384","G17003107608011","170317608011","49","4"
"2385","G17003107608012","170317608012","77","7"
"2386","G17003107608021","170317608021","35","3"
"2387","G17003107608031","170317608031","55","5"
"2388","G17003107608032","170317608032","74","7"
"2389","G17003107608033","170317608033","74","7"
"2390","G17003107608034","170317608034","72","7"
"2391","G17003107702011","170317702011","37","3"
"2392","G17003107702012","170317702012","54","5"
"2393","G17003107702013","170317702013","48","4"
"2394","G17003107702021","170317702021","42","3"
"2395","G17003107702022","170317702022","68","6"
"2396","G17003107702023","170317702023","31","2"
"2397","G17003107703001","170317703001","29","2"
"2398","G17003107703002","170317703002","40","3"
"2399","G17003107703003","170317703003","41","3"
"2400","G17003107703004","170317703004","60","5"
"2401","G17003107703005","170317703005","45","4"
"2402","G17003107704001","170317704001","42","3"
"2403","G17003107704002","170317704002","44","4"
"2404","G17003107704003","170317704003","60","5"
"2405","G17003107705001","170317705001","99","10"
"2406","G17003107705002","170317705002","99","10"
"2407","G17003107706011","170317706011","46","4"
"2408","G17003107706012","170317706012","39","3"
"2409","G17003107706013","170317706013","42","3"
"2410","G17003107706021","170317706021","45","4"
"2411","G17003107706022","170317706022","42","3"
"2412","G17003107706023","170317706023","39","3"
"2413","G17003107707001","170317707001","32","2"
"2414","G17003107707002","170317707002","36","3"
"2415","G17003107708001","170317708001","49","4"
"2416","G17003107708002","170317708002","51","4"
"2417","G17003107709011","170317709011","40","3"
"2418","G17003107709012","170317709012","38","3"
"2419","G17003107709013","170317709013","36","3"
"2420","G17003107709014","170317709014","45","4"
"2421","G17003107709021","170317709021","36","3"
"2422","G17003107709022","170317709022","39","3"
"2423","G17003108001001","170318001001","1","1"
"2424","G17003108001002","170318001002","2","1"
"2425","G17003108002001","170318002001","3","1"
"2426","G17003108002002","170318002002","3","1"
"2427","G17003108002003","170318002003","3","1"
"2428","G17003108002004","170318002004","3","1"
"2429","G17003108002005","170318002005","3","1"
"2430","G17003108002006","170318002006","3","1"
"2431","G17003108003001","170318003001","3","1"
"2432","G17003108003002","170318003002","4","1"
"2433","G17003108003003","170318003003","3","1"
"2434","G17003108004001","170318004001","1","1"
"2435","G17003108004002","170318004002","2","1"
"2436","G17003108004003","170318004003","2","1"
"2437","G17003108005001","170318005001","6","1"
"2438","G17003108005002","170318005002","3","1"
"2439","G17003108005003","170318005003","3","1"
"2440","G17003108005004","170318005004","3","1"
"2441","G17003108005005","170318005005","3","1"
"2442","G17003108006001","170318006001","2","1"
"2443","G17003108006002","170318006002","3","1"
"2444","G17003108007001","170318007001","3","1"
"2445","G17003108007002","170318007002","5","1"
"2446","G17003108007003","170318007003","3","1"
"2447","G17003108007004","170318007004","5","1"
"2448","G17003108008001","170318008001","18","1"
"2449","G17003108009001","170318009001","14","1"
"2450","G17003108009002","170318009002","17","1"
"2451","G17003108009003","170318009003","22","1"
"2452","G17003108009004","170318009004","28","2"
"2453","G17003108010001","170318010001","9","1"
"2454","G17003108010002","170318010002","9","1"
"2455","G17003108010003","170318010003","11","1"
"2456","G17003108010004","170318010004","10","1"
"2457","G17003108011001","170318011001","5","1"
"2458","G17003108011002","170318011002","8","1"
"2459","G17003108011003","170318011003","6","1"
"2460","G17003108011004","170318011004","5","1"
"2461","G17003108012001","170318012001","4","1"
"2462","G17003108012002","170318012002","2","1"
"2463","G17003108012003","170318012003","3","1"
"2464","G17003108013001","170318013001","12","1"
"2465","G17003108013002","170318013002","4","1"
"2466","G17003108013003","170318013003","2","1"
"2467","G17003108013004","170318013004","6","1"
"2468","G17003108014001","170318014001","17","1"
"2469","G17003108014002","170318014002","14","1"
"2470","G17003108015001","170318015001","24","2"
"2471","G17003108015002","170318015002","11","1"
"2472","G17003108015003","170318015003","23","2"
"2473","G17003108016011","170318016011","19","1"
"2474","G17003108016012","170318016012","17","1"
"2475","G17003108016031","170318016031","20","1"
"2476","G17003108016032","170318016032","40","3"
"2477","G17003108016051","170318016051","17","1"
"2478","G17003108016052","170318016052","8","1"
"2479","G17003108016053","170318016053","9","1"
"2480","G17003108016054","170318016054","10","1"
"2481","G17003108016055","170318016055","8","1"
"2482","G17003108016061","170318016061","7","1"
"2483","G17003108016062","170318016062","11","1"
"2484","G17003108016063","170318016063","7","1"
"2485","G17003108016064","170318016064","12","1"
"2486","G17003108016065","170318016065","25","2"
"2487","G17003108016071","170318016071","10","1"
"2488","G17003108016072","170318016072","18","1"
"2489","G17003108016073","170318016073","10","1"
"2490","G17003108016081","170318016081","24","2"
"2491","G17003108016082","170318016082","21","1"
"2492","G17003108016083","170318016083","12","1"
"2493","G17003108016084","170318016084","11","1"
"2494","G17003108017011","170318017011","8","1"
"2495","G17003108017012","170318017012","8","1"
"2496","G17003108017021","170318017021","11","1"
"2497","G17003108017022","170318017022","13","1"
"2498","G17003108017023","170318017023","14","1"
"2499","G17003108017024","170318017024","16","1"
"2500","G17003108018001","170318018001","11","1"
"2501","G17003108018002","170318018002","3","1"
"2502","G17003108018003","170318018003","4","1"
"2503","G17003108018004","170318018004","23","2"
"2504","G17003108019011","170318019011","32","2"
"2505","G17003108019012","170318019012","20","1"
"2506","G17003108019013","170318019013","14","1"
"2507","G17003108019021","170318019021","5","1"
"2508","G17003108019022","170318019022","4","1"
"2509","G17003108019023","170318019023","23","2"
"2510","G17003108020021","170318020021","14","1"
"2511","G17003108020022","170318020022","20","1"
"2512","G17003108020031","170318020031","14","1"
"2513","G17003108020041","170318020041","76","7"
"2514","G17003108020042","170318020042","38","3"
"2515","G17003108020043","170318020043","67","6"
"2516","G17003108020044","170318020044","83","8"
"2517","G17003108021001","170318021001","9","1"
"2518","G17003108021002","170318021002","11","1"
"2519","G17003108021003","170318021003","10","1"
"2520","G17003108022001","170318022001","4","1"
"2521","G17003108022002","170318022002","19","1"
"2522","G17003108022003","170318022003","10","1"
"2523","G17003108023001","170318023001","10","1"
"2524","G17003108023002","170318023002","12","1"
"2525","G17003108024021","170318024021","31","2"
"2526","G17003108024022","170318024022","28","2"
"2527","G17003108024023","170318024023","58","5"
"2528","G17003108024024","170318024024","41","3"
"2529","G17003108024031","170318024031","54","5"
"2530","G17003108024041","170318024041","64","6"
"2531","G17003108024042","170318024042","55","5"
"2532","G17003108024043","170318024043","72","7"
"2533","G17003108024044","170318024044","83","8"
"2534","G17003108025031","170318025031","48","4"
"2535","G17003108025032","170318025032","51","4"
"2536","G17003108025033","170318025033","49","4"
"2537","G17003108025034","170318025034","48","4"
"2538","G17003108025041","170318025041","46","4"
"2539","G17003108025042","170318025042","58","5"
"2540","G17003108025043","170318025043","40","3"
"2541","G17003108025044","170318025044","43","3"
"2542","G17003108025051","170318025051","PH","PH"
"2543","G17003108025052","170318025052","54","5"
"2544","G17003108025053","170318025053","PH","PH"
"2545","G17003108025054","170318025054","64","6"
"2546","G17003108025055","170318025055","59","5"
"2547","G17003108025056","170318025056","62","6"
"2548","G17003108025061","170318025061","46","4"
"2549","G17003108025062","170318025062","49","4"
"2550","G17003108026051","170318026051","14","1"
"2551","G17003108026052","170318026052","41","3"
"2552","G17003108026053","170318026053","30","2"
"2553","G17003108026054","170318026054","32","2"
"2554","G17003108026055","170318026055","35","3"
"2555","G17003108026071","170318026071","25","2"
"2556","G17003108026081","170318026081","51","4"
"2557","G17003108026082","170318026082","37","3"
"2558","G17003108026083","170318026083","31","2"
"2559","G17003108026084","170318026084","50","4"
"2560","G17003108026091","170318026091","77","7"
"2561","G17003108026092","170318026092","77","7"
"2562","G17003108026093","170318026093","77","7"
"2563","G17003108026094","170318026094","77","7"
"2564","G17003108026101","170318026101","29","2"
"2565","G17003108027011","170318027011","41","3"
"2566","G17003108027012","170318027012","24","2"
"2567","G17003108027013","170318027013","28","2"
"2568","G17003108027014","170318027014","22","1"
"2569","G17003108027021","170318027021","30","2"
"2570","G17003108027022","170318027022","25","2"
"2571","G17003108027023","170318027023","27","2"
"2572","G17003108028011","170318028011","26","2"
"2573","G17003108028012","170318028012","18","1"
"2574","G17003108028013","170318028013","22","1"
"2575","G17003108028014","170318028014","31","2"
"2576","G17003108028015","170318028015","22","1"
"2577","G17003108028021","170318028021","36","3"
"2578","G17003108028022","170318028022","34","2"
"2579","G17003108028023","170318028023","35","3"
"2580","G17003108028024","170318028024","32","2"
"2581","G17003108028025","170318028025","38","3"
"2582","G17003108029001","170318029001","18","1"
"2583","G17003108029002","170318029002","13","1"
"2584","G17003108029003","170318029003","18","1"
"2585","G17003108029004","170318029004","17","1"
"2586","G17003108030051","170318030051","27","2"
"2587","G17003108030052","170318030052","36","3"
"2588","G17003108030071","170318030071","46","4"
"2589","G17003108030072","170318030072","28","2"
"2590","G17003108030073","170318030073","34","2"
"2591","G17003108030081","170318030081","21","1"
"2592","G17003108030082","170318030082","23","2"
"2593","G17003108030083","170318030083","22","1"
"2594","G17003108030101","170318030101","48","4"
"2595","G17003108030102","170318030102","31","2"
"2596","G17003108030103","170318030103","30","2"
"2597","G17003108030104","170318030104","28","2"
"2598","G17003108030121","170318030121","50","4"
"2599","G17003108030131","170318030131","71","7"
"2600","G17003108030132","170318030132","30","2"
"2601","G17003108030133","170318030133","42","3"
"2602","G17003108030141","170318030141","39","3"
"2603","G17003108030142","170318030142","69","7"
"2604","G17003108030151","170318030151","31","2"
"2605","G17003108030152","170318030152","64","6"
"2606","G17003108030153","170318030153","25","2"
"2607","G17003108030161","170318030161","24","2"
"2608","G17003108030171","170318030171","29","2"
"2609","G17003108030172","170318030172","26","2"
"2610","G17003108030173","170318030173","51","4"
"2611","G17003108031001","170318031001","25","2"
"2612","G17003108031002","170318031002","22","1"
"2613","G17003108032001","170318032001","31","2"
"2614","G17003108032002","170318032002","36","3"
"2615","G17003108032003","170318032003","28","2"
"2616","G17003108033001","170318033001","36","3"
"2617","G17003108033002","170318033002","40","3"
"2618","G17003108033003","170318033003","34","2"
"2619","G17003108034001","170318034001","27","2"
"2620","G17003108034002","170318034002","21","1"
"2621","G17003108034003","170318034003","15","1"
"2622","G17003108034004","170318034004","25","2"
"2623","G17003108034005","170318034005","21","1"
"2624","G17003108034006","170318034006","11","1"
"2625","G17003108035001","170318035001","26","2"
"2626","G17003108035002","170318035002","29","2"
"2627","G17003108035003","170318035003","32","2"
"2628","G17003108035004","170318035004","15","1"
"2629","G17003108035005","170318035005","25","2"
"2630","G17003108036031","170318036031","17","1"
"2631","G17003108036032","170318036032","8","1"
"2632","G17003108036033","170318036033","19","1"
"2633","G17003108036034","170318036034","7","1"
"2634","G17003108036041","170318036041","54","5"
"2635","G17003108036042","170318036042","35","3"
"2636","G17003108036043","170318036043","37","3"
"2637","G17003108036044","170318036044","32","2"
"2638","G17003108036051","170318036051","28","2"
"2639","G17003108036052","170318036052","27","2"
"2640","G17003108036053","170318036053","28","2"
"2641","G17003108036054","170318036054","46","4"
"2642","G17003108036055","170318036055","69","7"
"2643","G17003108036071","170318036071","32","2"
"2644","G17003108036072","170318036072","31","2"
"2645","G17003108036073","170318036073","36","3"
"2646","G17003108036074","170318036074","30","2"
"2647","G17003108036081","170318036081","12","1"
"2648","G17003108036082","170318036082","39","3"
"2649","G17003108036083","170318036083","61","6"
"2650","G17003108036111","170318036111","65","6"
"2651","G17003108036112","170318036112","61","6"
"2652","G17003108036113","170318036113","62","6"
"2653","G17003108036114","170318036114","65","6"
"2654","G17003108036115","170318036115","77","7"
"2655","G17003108036121","170318036121","66","6"
"2656","G17003108036122","170318036122","49","4"
"2657","G17003108036131","170318036131","68","6"
"2658","G17003108036132","170318036132","71","7"
"2659","G17003108036141","170318036141","82","8"
"2660","G17003108036142","170318036142","82","8"
"2661","G17003108036151","170318036151","28","2"
"2662","G17003108036152","170318036152","73","7"
"2663","G17003108036161","170318036161","41","3"
"2664","G17003108036162","170318036162","38","3"
"2665","G17003108036163","170318036163","38","3"
"2666","G17003108037011","170318037011","51","4"
"2667","G17003108037012","170318037012","42","3"
"2668","G17003108037021","170318037021","42","3"
"2669","G17003108037022","170318037022","21","1"
"2670","G17003108037023","170318037023","30","2"
"2671","G17003108037024","170318037024","36","3"
"2672","G17003108038001","170318038001","33","2"
"2673","G17003108038002","170318038002","33","2"
"2674","G17003108038003","170318038003","34","2"
"2675","G17003108038004","170318038004","33","2"
"2676","G17003108039011","170318039011","75","7"
"2677","G17003108039012","170318039012","35","3"
"2678","G17003108039021","170318039021","49","4"
"2679","G17003108039022","170318039022","44","4"
"2680","G17003108039023","170318039023","42","3"
"2681","G17003108040001","170318040001","49","4"
"2682","G17003108040002","170318040002","49","4"
"2683","G17003108041021","170318041021","11","1"
"2684","G17003108041022","170318041022","14","1"
"2685","G17003108041023","170318041023","15","1"
"2686","G17003108041041","170318041041","26","2"
"2687","G17003108041042","170318041042","35","3"
"2688","G17003108041043","170318041043","24","2"
"2689","G17003108041051","170318041051","21","1"
"2690","G17003108041052","170318041052","28","2"
"2691","G17003108041053","170318041053","24","2"
"2692","G17003108041061","170318041061","21","1"
"2693","G17003108041062","170318041062","36","3"
"2694","G17003108041063","170318041063","12","1"
"2695","G17003108041064","170318041064","28","2"
"2696","G17003108041081","170318041081","65","6"
"2697","G17003108041082","170318041082","65","6"
"2698","G17003108041091","170318041091","18","1"
"2699","G17003108041092","170318041092","20","1"
"2700","G17003108042021","170318042021","22","1"
"2701","G17003108042022","170318042022","12","1"
"2702","G17003108042023","170318042023","11","1"
"2703","G17003108042024","170318042024","22","1"
"2704","G17003108042031","170318042031","4","1"
"2705","G17003108042032","170318042032","3","1"
"2706","G17003108042041","170318042041","23","2"
"2707","G17003108042042","170318042042","9","1"
"2708","G17003108042043","170318042043","7","1"
"2709","G17003108043051","170318043051","54","5"
"2710","G17003108043052","170318043052","54","5"
"2711","G17003108043053","170318043053","54","5"
"2712","G17003108043054","170318043054","54","5"
"2713","G17003108043061","170318043061","50","4"
"2714","G17003108043062","170318043062","51","4"
"2715","G17003108043063","170318043063","51","4"
"2716","G17003108043064","170318043064","51","4"
"2717","G17003108043081","170318043081","52","5"
"2718","G17003108043082","170318043082","50","4"
"2719","G17003108043083","170318043083","54","5"
"2720","G17003108043091","170318043091","53","5"
"2721","G17003108043092","170318043092","47","4"
"2722","G17003108043121","170318043121","17","1"
"2723","G17003108043131","170318043131","42","3"
"2724","G17003108043132","170318043132","39","3"
"2725","G17003108043133","170318043133","24","2"
"2726","G17003108043141","170318043141","41","3"
"2727","G17003108043151","170318043151","48","4"
"2728","G17003108043161","170318043161","43","3"
"2729","G17003108043162","170318043162","26","2"
"2730","G17003108044031","170318044031","52","5"
"2731","G17003108044032","170318044032","52","5"
"2732","G17003108044033","170318044033","22","1"
"2733","G17003108044034","170318044034","60","5"
"2734","G17003108044041","170318044041","54","5"
"2735","G17003108044042","170318044042","60","5"
"2736","G17003108044043","170318044043","48","4"
"2737","G17003108044044","170318044044","61","6"
"2738","G17003108044051","170318044051","51","4"
"2739","G17003108044052","170318044052","58","5"
"2740","G17003108044061","170318044061","58","5"
"2741","G17003108044062","170318044062","60","5"
"2742","G17003108044063","170318044063","70","7"
"2743","G17003108045051","170318045051","42","3"
"2744","G17003108045052","170318045052","70","7"
"2745","G17003108045053","170318045053","62","6"
"2746","G17003108045061","170318045061","32","2"
"2747","G17003108045062","170318045062","32","2"
"2748","G17003108045063","170318045063","35","3"
"2749","G17003108045081","170318045081","68","6"
"2750","G17003108045091","170318045091","55","5"
"2751","G17003108045092","170318045092","54","5"
"2752","G17003108045093","170318045093","54","5"
"2753","G17003108045094","170318045094","48","4"
"2754","G17003108045101","170318045101","52","5"
"2755","G17003108045102","170318045102","48","4"
"2756","G17003108045103","170318045103","55","5"
"2757","G17003108045104","170318045104","54","5"
"2758","G17003108045111","170318045111","50","4"
"2759","G17003108045112","170318045112","49","4"
"2760","G17003108045121","170318045121","37","3"
"2761","G17003108045122","170318045122","35","3"
"2762","G17003108045131","170318045131","23","2"
"2763","G17003108045132","170318045132","35","3"
"2764","G17003108045133","170318045133","36","3"
"2765","G17003108045141","170318045141","96","10"
"2766","G17003108045142","170318045142","26","2"
"2767","G17003108045143","170318045143","28","2"
"2768","G17003108046031","170318046031","56","5"
"2769","G17003108046032","170318046032","75","7"
"2770","G17003108046033","170318046033","48","4"
"2771","G17003108046061","170318046061","30","2"
"2772","G17003108046062","170318046062","25","2"
"2773","G17003108046063","170318046063","37","3"
"2774","G17003108046064","170318046064","24","2"
"2775","G17003108046071","170318046071","26","2"
"2776","G17003108046072","170318046072","32","2"
"2777","G17003108046073","170318046073","25","2"
"2778","G17003108046074","170318046074","27","2"
"2779","G17003108046081","170318046081","43","3"
"2780","G17003108046082","170318046082","40","3"
"2781","G17003108046083","170318046083","35","3"
"2782","G17003108046091","170318046091","13","1"
"2783","G17003108046092","170318046092","48","4"
"2784","G17003108046093","170318046093","31","2"
"2785","G17003108046101","170318046101","61","6"
"2786","G17003108046102","170318046102","65","6"
"2787","G17003108046111","170318046111","39","3"
"2788","G17003108046112","170318046112","64","6"
"2789","G17003108046113","170318046113","30","2"
"2790","G17003108047011","170318047011","64","6"
"2791","G17003108047012","170318047012","64","6"
"2792","G17003108047013","170318047013","59","5"
"2793","G17003108047014","170318047014","64","6"
"2794","G17003108047051","170318047051","40","3"
"2795","G17003108047052","170318047052","77","7"
"2796","G17003108047053","170318047053","50","4"
"2797","G17003108047061","170318047061","32","2"
"2798","G17003108047062","170318047062","33","2"
"2799","G17003108047091","170318047091","41","3"
"2800","G17003108047092","170318047092","44","4"
"2801","G17003108047093","170318047093","GQ","GQ"
"2802","G17003108047094","170318047094","45","4"
"2803","G17003108047095","170318047095","40","3"
"2804","G17003108047101","170318047101","36","3"
"2805","G17003108047102","170318047102","45","4"
"2806","G17003108047103","170318047103","54","5"
"2807","G17003108047104","170318047104","34","2"
"2808","G17003108047111","170318047111","52","5"
"2809","G17003108047112","170318047112","49","4"
"2810","G17003108047113","170318047113","49","4"
"2811","G17003108047114","170318047114","49","4"
"2812","G17003108047121","170318047121","57","5"
"2813","G17003108047122","170318047122","34","2"
"2814","G17003108047123","170318047123","26","2"
"2815","G17003108047131","170318047131","42","3"
"2816","G17003108047132","170318047132","42","3"
"2817","G17003108047133","170318047133","42","3"
"2818","G17003108047134","170318047134","42","3"
"2819","G17003108047141","170318047141","63","6"
"2820","G17003108047142","170318047142","31","2"
"2821","G17003108047143","170318047143","36","3"
"2822","G17003108047151","170318047151","61","6"
"2823","G17003108047152","170318047152","62","6"
"2824","G17003108047161","170318047161","30","2"
"2825","G17003108047162","170318047162","46","4"
"2826","G17003108047163","170318047163","39","3"
"2827","G17003108048031","170318048031","47","4"
"2828","G17003108048032","170318048032","56","5"
"2829","G17003108048033","170318048033","31","2"
"2830","G17003108048041","170318048041","45","4"
"2831","G17003108048042","170318048042","58","5"
"2832","G17003108048043","170318048043","47","4"
"2833","G17003108048044","170318048044","52","5"
"2834","G17003108048051","170318048051","46","4"
"2835","G17003108048052","170318048052","45","4"
"2836","G17003108048053","170318048053","42","3"
"2837","G17003108048054","170318048054","34","2"
"2838","G17003108048061","170318048061","55","5"
"2839","G17003108048062","170318048062","43","3"
"2840","G17003108048063","170318048063","53","5"
"2841","G17003108048071","170318048071","38","3"
"2842","G17003108048072","170318048072","36","3"
"2843","G17003108048073","170318048073","60","5"
"2844","G17003108048074","170318048074","40","3"
"2845","G17003108048081","170318048081","33","2"
"2846","G17003108048082","170318048082","29","2"
"2847","G17003108048083","170318048083","30","2"
"2848","G17003108048091","170318048091","34","2"
"2849","G17003108048092","170318048092","27","2"
"2850","G17003108048093","170318048093","40","3"
"2851","G17003108048101","170318048101","37","3"
"2852","G17003108048102","170318048102","32","2"
"2853","G17003108048103","170318048103","47","4"
"2854","G17003108048104","170318048104","42","3"
"2855","G17003108049011","170318049011","33","2"
"2856","G17003108049012","170318049012","28","2"
"2857","G17003108049013","170318049013","28","2"
"2858","G17003108049014","170318049014","30","2"
"2859","G17003108049015","170318049015","27","2"
"2860","G17003108049016","170318049016","27","2"
"2861","G17003108049021","170318049021","27","2"
"2862","G17003108049022","170318049022","22","1"
"2863","G17003108049023","170318049023","34","2"
"2864","G17003108049024","170318049024","35","3"
"2865","G17003108049025","170318049025","35","3"
"2866","G17003108050011","170318050011","31","2"
"2867","G17003108050012","170318050012","23","2"
"2868","G17003108050013","170318050013","26","2"
"2869","G17003108050014","170318050014","21","1"
"2870","G17003108050021","170318050021","44","4"
"2871","G17003108050022","170318050022","49","4"
"2872","G17003108050023","170318050023","45","4"
"2873","G17003108050024","170318050024","51","4"
"2874","G17003108050025","170318050025","45","4"
"2875","G17003108051051","170318051051","65","6"
"2876","G17003108051052","170318051052","71","7"
"2877","G17003108051053","170318051053","48","4"
"2878","G17003108051054","170318051054","80","8"
