"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"694","G17003100502001","170310502001","13","1"
"695","G17003100502002","170310502002","15","1"
"696","G17003100502003","170310502003","15","1"
"697","G17003100503001","170310503001","15","1"
"698","G17003100503002","170310503002","10","1"
"699","G17003100503003","170310503003","10","1"
"700","G17003100505001","170310505001","3","1"
"701","G17003100505002","170310505002","6","1"
"702","G17003100505003","170310505003","5","1"
"703","G17003100505004","170310505004","7","1"
"704","G17003100505005","170310505005","6","1"
"705","G17003100506001","170310506001","22","1"
"706","G17003100506002","170310506002","12","1"
"707","G17003100507001","170310507001","10","1"
"708","G17003100508001","170310508001","4","1"
"709","G17003100509001","170310509001","8","1"
"710","G17003100510001","170310510001","9","1"
"711","G17003100511001","170310511001","8","1"
"712","G17003100512001","170310512001","3","1"
"713","G17003100512002","170310512002","11","1"
"714","G17003100513001","170310513001","8","1"
"715","G17003100513002","170310513002","7","1"
"716","G17003100514001","170310514001","11","1"
"717","G17003100514002","170310514002","21","1"
"718","G17003100601001","170310601001","4","1"
"719","G17003100601002","170310601002","19","1"
"720","G17003100601003","170310601003","13","1"
"721","G17003100602001","170310602001","21","1"
"722","G17003100602002","170310602002","11","1"
"723","G17003100603001","170310603001","9","1"
"724","G17003100603002","170310603002","10","1"
"725","G17003100604001","170310604001","13","1"
"726","G17003100604002","170310604002","14","1"
"727","G17003100604003","170310604003","12","1"
"728","G17003100605001","170310605001","9","1"
"729","G17003100608001","170310608001","45","4"
"730","G17003100608002","170310608002","PH","PH"
"731","G17003100608003","170310608003","67","6"
"732","G17003100608004","170310608004","50","4"
"733","G17003100609001","170310609001","53","5"
"734","G17003100609002","170310609002","PH","PH"
"735","G17003100609003","170310609003","52","5"
"736","G17003100609004","170310609004","67","6"
"737","G17003100609005","170310609005","55","5"
"738","G17003100609006","170310609006","52","5"
"739","G17003100610001","170310610001","18","1"
"740","G17003100611001","170310611001","16","1"
"741","G17003100612001","170310612001","8","1"
"742","G17003100615001","170310615001","13","1"
"743","G17003100618001","170310618001","29","2"
"744","G17003100619011","170310619011","50","4"
"745","G17003100619012","170310619012","50","4"
"746","G17003100619013","170310619013","50","4"
"747","G17003100619014","170310619014","50","4"
"748","G17003100619021","170310619021","34","2"
"749","G17003100619022","170310619022","28","2"
"750","G17003100619023","170310619023","35","3"
"751","G17003100619024","170310619024","PH","PH"
"752","G17003100620001","170310620001","22","1"
"753","G17003100620002","170310620002","43","3"
"754","G17003100621001","170310621001","9","1"
"755","G17003100621002","170310621002","13","1"
"756","G17003100621003","170310621003","21","1"
"757","G17003100622001","170310622001","10","1"
"758","G17003100622002","170310622002","11","1"
"759","G17003100623001","170310623001","3","1"
"760","G17003100624001","170310624001","8","1"
"761","G17003100625001","170310625001","16","1"
"762","G17003100626001","170310626001","7","1"
"763","G17003100627001","170310627001","11","1"
"764","G17003100627002","170310627002","10","1"
"765","G17003100627003","170310627003","15","1"
"766","G17003100628001","170310628001","13","1"
"767","G17003100628002","170310628002","10","1"
"768","G17003100628003","170310628003","10","1"
"769","G17003100629001","170310629001","11","1"
"770","G17003100629002","170310629002","8","1"
"771","G17003100629003","170310629003","8","1"
"772","G17003100630001","170310630001","22","1"
"773","G17003100630002","170310630002","17","1"
"774","G17003100630003","170310630003","30","2"
"775","G17003100631001","170310631001","20","1"
"776","G17003100631002","170310631002","12","1"
"777","G17003100632001","170310632001","45","4"
"778","G17003100632002","170310632002","41","3"
"779","G17003100632003","170310632003","45","4"
"780","G17003100632004","170310632004","44","4"
"781","G17003100632005","170310632005","45","4"
"782","G17003100632006","170310632006","41","3"
"783","G17003100633011","170310633011","47","4"
"784","G17003100633012","170310633012","8","1"
"785","G17003100633013","170310633013","60","5"
"786","G17003100633021","170310633021","27","2"
"787","G17003100633022","170310633022","30","2"
"788","G17003100633023","170310633023","34","2"
"789","G17003100633024","170310633024","31","2"
"790","G17003100633031","170310633031","40","3"
"791","G17003100633032","170310633032","34","2"
"792","G17003100634001","170310634001","14","1"
"793","G17003100634002","170310634002","13","1"
"794","G17003100701011","170310701011","39","3"
"795","G17003100701012","170310701012","19","1"
"796","G17003100701013","170310701013","36","3"
"797","G17003100701021","170310701021","18","1"
"798","G17003100701022","170310701022","25","2"
"799","G17003100701023","170310701023","51","4"
"800","G17003100701031","170310701031","46","4"
"801","G17003100701032","170310701032","46","4"
"802","G17003100702001","170310702001","12","1"
"803","G17003100702002","170310702002","12","1"
"804","G17003100702003","170310702003","14","1"
"805","G17003100703001","170310703001","12","1"
"806","G17003100703002","170310703002","6","1"
"807","G17003100704001","170310704001","6","1"
"808","G17003100704002","170310704002","3","1"
"809","G17003100704003","170310704003","8","1"
"810","G17003100705001","170310705001","7","1"
"811","G17003100705002","170310705002","8","1"
"812","G17003100705003","170310705003","7","1"
"813","G17003100706001","170310706001","8","1"
"814","G17003100706002","170310706002","7","1"
"815","G17003100707001","170310707001","11","1"
"816","G17003100707002","170310707002","14","1"
"817","G17003100710001","170310710001","GQ","GQ"
"818","G17003100710002","170310710002","4","1"
"819","G17003100711001","170310711001","2","1"
"820","G17003100711002","170310711002","2","1"
"821","G17003100712001","170310712001","9","1"
"822","G17003100712002","170310712002","8","1"
"823","G17003100713001","170310713001","4","1"
"824","G17003100713002","170310713002","23","2"
"825","G17003100714001","170310714001","7","1"
"826","G17003100714002","170310714002","24","2"
"827","G17003100714003","170310714003","13","1"
"828","G17003100714004","170310714004","31","2"
"829","G17003100715001","170310715001","24","2"
"830","G17003100715002","170310715002","24","2"
"831","G17003100715003","170310715003","24","2"
"832","G17003100715004","170310715004","24","2"
"833","G17003100715005","170310715005","24","2"
"834","G17003100715006","170310715006","24","2"
"835","G17003100716001","170310716001","2","1"
"836","G17003100717001","170310717001","6","1"
"837","G17003100717002","170310717002","8","1"
"838","G17003100718001","170310718001","5","1"
"839","G17003100718002","170310718002","5","1"
"840","G17003100801001","170310801001","12","1"
"841","G17003100801002","170310801002","12","1"
"842","G17003100801003","170310801003","12","1"
"843","G17003100801004","170310801004","12","1"
"844","G17003100801005","170310801005","12","1"
"845","G17003100801006","170310801006","12","1"
"846","G17003100801007","170310801007","12","1"
"847","G17003100802011","170310802011","47","4"
"848","G17003100802012","170310802012","36","3"
"849","G17003100802013","170310802013","33","2"
"850","G17003100802021","170310802021","47","4"
"851","G17003100802022","170310802022","35","3"
"852","G17003100802023","170310802023","28","2"
"853","G17003100803001","170310803001","16","1"
"854","G17003100803002","170310803002","20","1"
"855","G17003100803003","170310803003","18","1"
"856","G17003100803004","170310803004","12","1"
"857","G17003100804001","170310804001","13","1"
"858","G17003100804002","170310804002","13","1"
"859","G17003100804003","170310804003","13","1"
"860","G17003100810001","170310810001","13","1"
"861","G17003100810002","170310810002","13","1"
"862","G17003100810003","170310810003","13","1"
"863","G17003100810004","170310810004","13","1"
"864","G17003100810005","170310810005","GQ","GQ"
"865","G17003100810006","170310810006","13","1"
"866","G17003100811001","170310811001","25","2"
"867","G17003100811002","170310811002","26","2"
"868","G17003100811003","170310811003","26","2"
"869","G17003100812011","170310812011","16","1"
"870","G17003100812012","170310812012","13","1"
"871","G17003100812013","170310812013","5","1"
"872","G17003100812021","170310812021","7","1"
"873","G17003100812022","170310812022","10","1"
"874","G17003100812023","170310812023","39","3"
"875","G17003100812024","170310812024","8","1"
"876","G17003100813001","170310813001","41","3"
"877","G17003100813002","170310813002","33","2"
"878","G17003100813003","170310813003","18","1"
"879","G17003100813004","170310813004","20","1"
"880","G17003100813005","170310813005","12","1"
"881","G17003100813006","170310813006","15","1"
"882","G17003100814011","170310814011","43","3"
"883","G17003100814012","170310814012","27","2"
"884","G17003100814021","170310814021","11","1"
"885","G17003100814022","170310814022","7","1"
"886","G17003100814023","170310814023","22","1"
"887","G17003100814031","170310814031","10","1"
"888","G17003100814032","170310814032","13","1"
"889","G17003100814033","170310814033","39","3"
"890","G17003100815001","170310815001","20","1"
"891","G17003100815002","170310815002","21","1"
"892","G17003100815003","170310815003","24","2"
"893","G17003100816001","170310816001","26","2"
"894","G17003100816002","170310816002","7","1"
"895","G17003100817001","170310817001","28","2"
"896","G17003100817002","170310817002","23","2"
"897","G17003100818001","170310818001","14","1"
"898","G17003100818002","170310818002","16","1"
"899","G17003100818003","170310818003","26","2"
"900","G17003100818004","170310818004","19","1"
"901","G17003100819001","170310819001","12","1"
"902","G17003100901001","170310901001","29","2"
"903","G17003100901002","170310901002","25","2"
"904","G17003100901003","170310901003","26","2"
"905","G17003100901004","170310901004","23","2"
"906","G17003100902001","170310902001","22","1"
"907","G17003100902002","170310902002","16","1"
"908","G17003100902003","170310902003","38","3"
"909","G17003100902004","170310902004","26","2"
"910","G17003100902005","170310902005","10","1"
"911","G17003100903001","170310903001","21","1"
"912","G17003101001001","170311001001","29","2"
"913","G17003101001002","170311001002","27","2"
"914","G17003101001003","170311001003","27","2"
"915","G17003101001004","170311001004","28","2"
"916","G17003101002001","170311002001","34","2"
"917","G17003101002002","170311002002","30","2"
"918","G17003101002003","170311002003","30","2"
"919","G17003101002004","170311002004","31","2"
"920","G17003101002005","170311002005","31","2"
"921","G17003101002006","170311002006","31","2"
"922","G17003101002007","170311002007","27","2"
"923","G17003101003001","170311003001","27","2"
"924","G17003101003002","170311003002","32","2"
"925","G17003101003003","170311003003","30","2"
"926","G17003101003004","170311003004","31","2"
"927","G17003101003005","170311003005","29","2"
"928","G17003101003006","170311003006","31","2"
"929","G17003101004001","170311004001","27","2"
"930","G17003101004002","170311004002","27","2"
"931","G17003101004003","170311004003","30","2"
"932","G17003101005001","170311005001","34","2"
"933","G17003101005002","170311005002","34","2"
"934","G17003101005003","170311005003","34","2"
"935","G17003101005004","170311005004","35","3"
"936","G17003101005005","170311005005","33","2"
"937","G17003101006001","170311006001","37","3"
"938","G17003101006002","170311006002","36","3"
