row_id,id,address,city,state,zip
908,Carc/Helen - Harris School,6006 S Pulaski Rd,Chicago,IL,
909,Cuffe,8324 S Racine Ave,Chicago,IL,
910,Cristo Rey Jesuit High School,1851 W Cermak Road,Chicago,IL,
911,St Paul Our Lady Of Vilna,2114 West 22nd Place,Chicago,IL,
912,Chinese Christian Union Church,2301 S Wentworth Ave,Chicago,IL,
913,St Agnes Of Bohemia School,2643 South Central Park,Chicago,IL,
914,St Barbara High School,2867 S Throop St,Chicago,IL,
915,Youth Connections Charter School,10 W 35th St,Chicago,IL,
916,Garfield Alternative High Scho,220 West 45th Place,Chicago,IL,
917,Kiddie Academy,2914 W 63rd,Chicago,IL,
918,Hope Lutheran School,6416 So Washtenaw,Chicago,IL,
919,Chicago Math/Science Academy,1709 W Lunt Ave,Chicago,IL,
920,Advantage Acad-Devry,3300 N Campbell Ave,Chicago,IL,
921,Ahadi Early Learning Center,2257 E 71st St,Chicago,IL,
922,ALBANY PARK MULTICULTURAL ACADEMY,4929 N SAWYER AVE,Chicago,IL,
923,Cheder Lubavitch Hebrew Day Sch,2809 W JARVIS AVE,Chicago,IL,
924,North-Grand,4338 W Wabansia Ave,Chicago,IL,
925,LHTBM SCHOOL OF THE SAINTS?,4226 N MELVINA AVE,Chicago,IL,
926,Norwood Park Christian School,3859 N Central Av,Chicago,IL,
927,Step Inc School,6740 South Shore Drive,Chicago,IL,
928,Muhammad University,7351 S Stony Island Av,Chicago,IL,
929,ITSY BITSY PEOPLE PALACE INC III,7411 S Cottage Grove Av,Chicago,IL,
930,School Of Entrepeneurship,7627 S Constance Ave,Chicago,IL,
931,True Believers Chr Acad Presch,7801 S Wolcott,Chicago,IL,
932,Genesis School Central,7831 S Lawndale Av,Chicago,IL,
933,Ezzard Charles School,7946 S Ashland Av,Chicago,IL,
934,Sullivan House,8164 S South Chicago Avenue,Chicago,IL,
935,South Central Alternative,1021 E. 83rd St,Chicago,IL,
936,St Bede The Venerable School,4440 West 83rd Street,Chicago,IL,
937,Pasteur,5825 S Kostner Av,Chicago,IL,
938,Nicholson Acad,6006 S Peoria St,Chicago,IL,
939,Copernicus,6010 S Throop St,Chicago,IL,
940,Carnagie,1414 E 61st Pl,Chicago,IL,
941,Morrill,6011 S Rockwell St,Chicago,IL,
942,Fiske,6145 S Ingleside Av,Chicago,IL,
943,Hyde Park H S,6220 S Stony Island Av,Chicago,IL,
944,Earle,6121 S Hermitage Av,Chicago,IL,
945,Carc Mary Alyce Remedial Cente,8701 South Bennett,Chicago,IL,
946,St Ailbe Elementary School,9037 S Harper Avenue,Chicago,IL,
947,Sacred Heart School,2906 East 96th Street,Chicago,IL,
948,St Margaret Of Scotland Sch,9833 South Throop Street,Chicago,IL,
949,Professional Play House,338-348 East 103rd St,Chicago,IL,
950,St John Fisher Elem School,10200 S Washtenaw Ave,Chicago,IL,
951,Byron Center,6050 N California Av,Chicago,IL,
952,Kipp Ascend Academy,4820 W Walton St,Chicago,IL,
953,Visitation,900 W Garfield Bl,Chicago,IL,
954,St Daniel the Prophet,5337 S Natoma Av,Chicago,IL,
955,Talman Community,5450 S Talman Av,Chicago,IL,
956,St Camillus,5434 S Lockwood Av,Chicago,IL,
957,Hancock,4034 W 56th St,Chicago,IL,
958,Sherwood,245 W 57th St,Chicago,IL,
959,St Turbius,4120 W 57th St,Chicago,IL,
960,Tonti,5815 S Homan Av,Chicago,IL,
961,Sexton AO,6020 S Langley Av,Chicago,IL,
962,Ross,6059 S Wabash Av,Chicago,IL,
963,St Benedict the African 2,6020 S Laflin St,Chicago,IL,
964,Solace Acad,6212 S Sangamon St,Chicago,IL,
965,Woods,6206 S Racine Av,Chicago,IL,
966,St Symphorosa,6125 S Austin Av,Chicago,IL,
967,St Nicholas of Tolentine,3741 W 62nd St,Chicago,IL,
968,Marshall Middle,3900 N Lawndale Av,Chicago,IL,
969,Albany Park Acad,5039 N KIMBALL AVE,Chicago,IL,
970,Clemente Community HS,1147 N Western Av,Chicago,IL,
971,Douglas Comm Acad,3200 S Calumet Av,Chicago,IL,
972,Armour,950 W 33rd Pl,Chicago,IL,
973,Everett,3419 S Bell Av,Chicago,IL,
974,Doolittle West,521 E 35th St,Chicago,IL,
975,Doolittle Inter,535 E 35th St,Chicago,IL,
976,Chicago Military Acad,3519 S Giles Av,Chicago,IL,
977,McClellan,3527 S Wallace St,Chicago,IL,
978,Evergreen,3537 S Paulina St,Chicago,IL,
979,Burroughs,3542 S Washtenaw Av,Chicago,IL,
980,Abbot,3630 S Wells St,Chicago,IL,
981,Mayo,249 E 37th St,Chicago,IL,
982,Chicago Children's Choir Academy,3737 S Paulina St,Chicago,IL,
983,Phillips Acad,244 E Pershing Rd,Chicago,IL,
984,Attucks,3813 S Dearborn St,Chicago,IL,
985,Brighton Park,3825 S Washtenaw Av,Chicago,IL,
986,McKinley Park,2744 W Pershing Rd,Chicago,IL,
987,Davies,3014 W 39th Pl,Chicago,IL,
988,Fuller,4214 S St Lawrence Av,Chicago,IL,
989,Kelly HS,4136 S California Av,Chicago,IL,
990,Robinson,4225 S Lake Park Av,Chicago,IL,
991,Hendricks Commercial Acad,4316 S Princeton Av,Chicago,IL,
992,Price,4351 S Drexel Bl,Chicago,IL,
993,King HS,4445 S Drexel Bl,Chicago,IL,
994,Mollison,4415 S Dr Martin Luther King Jr Dr,Chicago,IL,
995,McCorkle,4421 S State St,Chicago,IL,
996,Herbert,2131 W Monroe St,Chicago,IL,
997,Cregier Multiplex,2040 W Adams St,Chicago,IL,
998,Delano,3937 W Wilcox St,Chicago,IL,
999,Hefferan,4409 W Wilcox St,Chicago,IL,
1000,Calhoun North,2833 W Adams St,Chicago,IL,
1001,De Priest,139 S Parkside Av,Chicago,IL,
1002,Goldblatt,4257 W Adams St,Chicago,IL,
1003,Crane Tech HS,2245 W Jackson Bl,Chicago,IL,
1004,Locke Charter School,3125 W Jackson Bl,Chicago,IL,
1005,Ericson,3600 W Fifth Av,Chicago,IL,
1006,Jackson Acad,1340 W Harrison St,Chicago,IL,
1007,Octavio Paz Charter,2401 W Congress Pkwy,Chicago,IL,
1008,Jones HS,606 S State St,Chicago,IL,
1009,Melody,412 S Keeler Av,Chicago,IL,
1010,Jensen School Acad,3030 W Harrison St,Chicago,IL,
1011,Sumner,4320 W Fifth Av,Chicago,IL,
1012,Manley HS,2935 W Polk St,Chicago,IL,
1013,Gregory,3715 W Polk St,Chicago,IL,
1014,Bethune,3030 W Arthington St,Chicago,IL,
1015,Clark,1045 S Monitor Av,Chicago,IL,
1016,Chalmers,2745 W Roosevelt Rd,Chicago,IL,
1017,Gladstone,1231 S Damen Av,Chicago,IL,
1018,Montefiore Special,1310 S Ashland Av,Chicago,IL,
1019,Collins HS,1313 S Sacramento Dr,Chicago,IL,
1020,Henson,1326 S Avers Av,Chicago,IL,
1021,Medill Primary,1301 W 14th St,Chicago,IL,
