census_tract,Tree_Canopy,Affordable_Housing,Parks,Transit_Stop,Bike_Miles,Wifi_Hotspots,School_Density,Library_Count,Small_Business,Grocery_Store
17031510100,14.1,0.0,5.05,22.0,0.9293353925079688,4.0,4.0,2.0,183.0,31.0
17031490300,22.3,0.0,0.0,11.0,0.5001550302066,2.0,6.0,0.0,116.0,21.0
17031490800,22.3,0.0,0.0,25.0,2.26011031440078,2.0,9.0,2.0,185.0,42.0
17031491200,22.3,0.0,0.0,13.0,0.8126809989258377,1.0,6.0,2.0,139.0,22.0
17031460400,19.3,0.0,2.95,3.0,0.7263775750285666,0.0,9.0,2.0,143.0,14.0
17031460800,19.3,0.0,15.47,4.0,1.1708277916194296,6.0,4.0,1.0,25.0,0.0
17031480200,20.4,0.0,0.0,6.0,0.0,0.0,5.0,1.0,124.0,49.0
17031480300,20.4,0.0,0.0,5.0,0.0,0.0,6.0,1.0,87.0,10.0
17031440600,20.1,0.0,0.0,13.0,0.0,2.0,7.0,0.0,81.0,6.0
17031460200,19.3,0.0,10.05,7.0,1.6747612126024392,4.0,9.0,1.0,85.0,5.0
17031431100,23.1,0.0,10.66,19.0,0.9804495012283404,3.0,7.0,3.0,260.0,50.0
17031440300,20.1,0.0,6.15,26.0,0.5800281153506088,3.0,6.0,1.0,290.0,39.0
17031420800,22.1,108.0,0.8300000000000001,10.0,0.5012832435786588,4.0,5.0,2.0,159.0,16.0
17031421100,22.1,117.0,0.0,31.0,4.662522773968471,1.0,8.0,3.0,65.0,15.0
17031430400,23.1,0.0,0.0,11.0,2.240009156806137,1.0,7.0,2.0,213.0,36.0
17031430600,23.1,0.0,0.0,7.0,1.2928508992117431,3.0,5.0,1.0,225.0,48.0
17031411000,27.5,0.0,0.0,14.0,5.65571850474715,0.0,5.0,1.0,201.0,34.0
17031411400,27.5,0.0,0.0,12.0,0.7438548588988922,3.0,4.0,2.0,113.0,50.0
17031420300,22.1,64.0,0.0,10.0,0.0,3.0,6.0,1.0,63.0,6.0
17031390400,28.0,252.0,3.96,8.0,0.7789900693922489,3.0,10.0,2.0,85.0,2.0
17031390700,28.0,0.0,0.0,17.0,2.3654033398941072,2.0,6.0,1.0,182.0,10.0
17031400300,21.9,85.0,350.49,29.0,1.8623372278769117,4.0,11.0,2.0,93.0,8.0
17031410400,27.5,0.0,0.0,4.0,0.2766592219168977,0.0,5.0,2.0,28.0,2.0
17031410500,27.5,0.0,0.57,7.0,0.8950414526509867,0.0,6.0,2.0,59.0,1.0
17031370400,12.3,0.0,0.61,13.0,0.0,2.0,7.0,2.0,146.0,30.0
17031380300,16.9,142.0,0.24,14.0,2.258149814056044,7.0,8.0,3.0,114.0,20.0
17031380700,16.9,199.0,0.0,4.0,1.5648667770174454,4.0,6.0,3.0,96.0,18.0
17031381500,16.9,239.0,0.0,3.0,1.1419828734332362,3.0,4.0,2.0,106.0,16.0
17031381800,16.9,96.0,0.75,9.0,1.4976739833465125,4.0,6.0,1.0,134.0,17.0
17031390100,28.0,0.0,0.31,3.0,1.746030318843183,6.0,7.0,1.0,105.0,16.0
17031350100,21.6,0.0,0.0,6.0,3.4831612223536124,1.0,4.0,3.0,70.0,1.0
17031350400,21.6,0.0,6.75,5.0,1.036274159662314,4.0,9.0,4.0,33.0,6.0
17031350900,21.6,0.0,0.0,2.0,2.480062526143448,3.0,7.0,2.0,11.0,0.0
17031370300,12.3,100.0,0.0,9.0,0.0,2.0,7.0,2.0,38.0,9.0
17031360300,19.3,148.0,0.28,4.0,2.441444876355261,5.0,4.0,2.0,27.0,0.0
17031330200,13.8,648.0,21.21,18.0,4.855190330493678,7.0,6.0,2.0,178.0,19.0
17031330400,13.8,0.0,0.0,13.0,1.632237708122119,5.0,9.0,2.0,283.0,34.0
17031340200,13.1,147.0,0.45,22.0,2.312675143156277,5.0,12.0,2.0,765.0,172.0
17031311400,10.6,0.0,7.630000000000001,31.0,1.9168033484166644,9.0,13.0,2.0,619.0,45.0
17031320500,17.8,0.0,4.74,44.0,5.8961253536797,12.0,3.0,3.0,4899.0,580.0
17031301800,14.9,0.0,0.0,24.0,3.515543157572618,4.0,11.0,1.0,871.0,126.0
17031310300,10.6,65.0,0.71,10.0,0.0871398909854058,4.0,6.0,3.0,342.0,24.0
17031310600,10.6,140.0,0.72,17.0,1.2270349587785865,6.0,13.0,2.0,923.0,136.0
17031310700,10.6,0.0,0.0,6.0,1.0642338749758746,4.0,11.0,2.0,242.0,61.0
17031311000,10.6,5.0,0.0,12.0,1.128040095624524,5.0,10.0,1.0,315.0,52.0
17031292600,17.7,0.0,0.0,9.0,1.3117369164037376,4.0,6.0,1.0,266.0,13.0
17031300300,14.9,0.0,0.0,4.0,1.3769794580148362,3.0,13.0,2.0,160.0,19.0
17031300400,14.9,0.0,0.2,3.0,0.3168211388933533,1.0,10.0,3.0,53.0,3.0
17031301300,14.9,0.0,0.0,22.0,3.140384076440741,6.0,15.0,2.0,605.0,9.0
17031301400,14.9,0.0,22.77,5.0,1.5705755182682728,2.0,9.0,1.0,445.0,24.0
17031284300,14.6,0.0,0.0,4.0,0.1761772235107497,2.0,6.0,0.0,142.0,11.0
17031290600,17.7,0.0,0.0,3.0,1.3891658710877972,1.0,9.0,2.0,20.0,1.0
17031290900,17.7,32.0,9.530000000000001,15.0,1.821326476374175,0.0,12.0,2.0,229.0,36.0
17031291900,17.7,0.0,0.0,3.0,0.5997708395565982,2.0,9.0,2.0,10.0,1.0
17031291200,17.7,0.0,3.83,12.0,2.0233746805392028,2.0,13.0,2.0,50.0,12.0
17031291600,17.7,0.0,0.0,3.0,0.4709868694204016,2.0,9.0,2.0,44.0,2.0
17031292100,17.7,0.0,0.08,3.0,0.2226599211512489,2.0,9.0,3.0,26.0,0.0
17031282800,14.6,0.0,1.04,6.0,0.0,2.0,10.0,1.0,182.0,34.0
17031283200,14.6,189.0,7.07,8.0,1.07636272981876,2.0,10.0,3.0,160.0,33.0
17031283500,14.6,0.0,0.0,12.0,4.106064094666213,5.0,3.0,5.0,246.0,27.0
17031283600,14.6,0.0,0.0,6.0,2.7645029987664884,7.0,8.0,4.0,241.0,55.0
17031280100,14.6,61.0,1.31,22.0,5.146946118318547,3.0,0.0,2.0,1717.0,297.0
17031280600,14.6,0.0,0.0,2.0,2.2113348118491123,5.0,7.0,2.0,69.0,0.0
17031280900,14.6,8.0,0.0,7.0,1.5006096131441184,5.0,8.0,1.0,78.0,20.0
17031281100,14.6,0.0,0.0,1.0,1.192084897384296,4.0,7.0,1.0,17.0,0.0
17031281800,14.6,82.0,2.71,14.0,3.983686703564554,2.0,4.0,2.0,1071.0,94.0
17031281900,14.6,0.0,1.11,20.0,5.174379296645258,5.0,1.0,3.0,1409.0,181.0
17031260900,17.9,0.0,1.33,4.0,1.353439490418001,1.0,10.0,2.0,73.0,21.0
17031270300,18.4,352.0,0.0,8.0,2.715278132279659,5.0,12.0,2.0,80.0,6.0
17031270800,18.4,0.0,0.0,4.0,2.1797360513107136,2.0,10.0,2.0,42.0,5.0
17031271300,18.4,24.0,1.28,21.0,2.973797010174033,3.0,15.0,3.0,29.0,0.0
17031251700,19.0,0.0,0.48,10.0,1.776086529276668,5.0,6.0,3.0,224.0,48.0
17031252200,19.0,120.0,5.94,41.0,3.0341017793114218,8.0,8.0,2.0,351.0,81.0
17031252300,19.0,0.0,0.0,25.0,0.2506418928682197,2.0,6.0,1.0,311.0,19.0
17031260700,17.9,0.0,0.0,14.0,2.72342410202868,2.0,9.0,1.0,210.0,45.0
17031250800,19.0,0.0,18.8,14.0,1.5066150853300684,1.0,4.0,3.0,223.0,26.0
17031251100,19.0,0.0,0.0,11.0,1.1654652702318944,3.0,9.0,4.0,195.0,51.0
17031251600,19.0,0.0,0.85,7.0,1.8485481772751395,4.0,9.0,2.0,98.0,18.0
17031242100,19.5,13.0,0.0,5.0,3.073363381812615,5.0,12.0,2.0,381.0,59.0
17031242800,19.5,0.0,10.53,17.0,1.0983199148341125,4.0,9.0,3.0,199.0,16.0
17031243100,19.5,3.0,0.22,10.0,1.4295190682448748,6.0,10.0,3.0,416.0,30.0
17031243500,19.5,43.0,0.0,21.0,3.4853592456363542,3.0,5.0,3.0,797.0,78.0
17031243600,19.5,1.0,0.0,12.0,2.5064612416300585,2.0,0.0,2.0,241.0,19.0
17031240400,19.5,0.0,0.0,4.0,2.926756270684,2.0,5.0,1.0,262.0,25.0
17031240500,19.5,4.0,0.54,9.0,3.1771750666012526,5.0,9.0,2.0,245.0,26.0
17031241000,19.5,26.0,0.0,3.0,2.192122141582736,7.0,10.0,3.0,87.0,9.0
17031241500,19.5,8.0,0.66,8.0,2.2995158195225747,3.0,9.0,2.0,860.0,107.0
17031241600,19.5,0.0,4.18,7.0,1.5238952670049173,2.0,6.0,2.0,269.0,27.0
17031222600,19.9,0.0,0.51,2.0,1.7372381293188477,4.0,5.0,2.0,103.0,12.0
17031222800,19.9,48.0,0.0,1.0,1.192846478540083,3.0,5.0,3.0,65.0,8.0
17031230700,16.5,72.0,0.7,22.0,0.3008648291273171,5.0,11.0,3.0,414.0,67.0
17031230900,16.5,27.0,0.0,11.0,1.3842429907734997,3.0,6.0,2.0,247.0,47.0
17031231200,16.5,4.0,0.97,12.0,0.2497497523318922,4.0,12.0,3.0,415.0,99.0
17031220800,19.9,0.0,0.0,6.0,1.0715712452849022,1.0,7.0,0.0,51.0,5.0
17031221100,19.9,100.0,0.17,13.0,0.9676668770661686,3.0,7.0,2.0,289.0,26.0
17031221800,19.9,0.0,0.0,10.0,4.723929832481007,3.0,5.0,2.0,406.0,47.0
17031222300,19.9,14.0,0.37,3.0,2.1980537175680674,5.0,6.0,3.0,180.0,27.0
17031200400,17.0,0.0,4.9,12.0,1.0723724759008155,2.0,9.0,1.0,350.0,42.0
17031210500,16.1,32.0,0.0,21.0,1.4389562519379149,1.0,8.0,1.0,606.0,74.0
17031210700,16.1,0.0,0.15,6.0,4.418344540657093,2.0,5.0,1.0,235.0,44.0
17031220100,19.9,0.0,0.0,13.0,6.046241761707587,0.0,7.0,4.0,348.0,42.0
17031220200,19.9,0.0,2.18,8.0,2.592410166279277,0.0,6.0,2.0,176.0,27.0
17031190800,15.2,0.0,0.0,12.0,1.050397576857259,3.0,9.0,1.0,513.0,53.0
17031190900,15.2,85.0,0.0,6.0,1.2254106841916912,1.0,4.0,1.0,140.0,28.0
17031191400,15.2,1.0,0.0,5.0,0.2646769369055086,0.0,4.0,3.0,31.0,1.0
17031170500,18.8,0.0,0.0,17.0,0.0,1.0,2.0,1.0,111.0,12.0
17031170800,18.8,0.0,0.0,12.0,0.0,1.0,1.0,1.0,247.0,37.0
17031171100,18.8,0.0,0.0,14.0,0.7575259961878943,1.0,7.0,2.0,203.0,26.0
17031160800,24.8,0.0,4.35,13.0,1.742886754584026,1.0,7.0,1.0,414.0,54.0
17031161100,24.8,0.0,0.0,18.0,1.3398633035669092,1.0,5.0,2.0,150.0,13.0
17031161300,24.8,0.0,0.0,16.0,1.7315337093469632,1.0,8.0,1.0,497.0,68.0
17031170300,18.8,0.0,0.0,22.0,0.2587482935328498,3.0,5.0,3.0,269.0,32.0
17031150800,19.4,0.0,0.0,14.0,0.3283775857396108,3.0,3.0,1.0,346.0,30.0
17031150900,19.4,11.0,0.0,10.0,0.8566511014299663,1.0,1.0,1.0,130.0,10.0
17031160200,24.8,0.0,1.03,11.0,2.0566468959871145,2.0,5.0,3.0,379.0,22.0
17031140200,23.8,56.0,0.0,5.0,2.322490101096552,2.0,10.0,3.0,401.0,94.0
17031140400,23.8,97.0,0.33,21.0,4.97948205933746,1.0,5.0,3.0,512.0,55.0
17031140700,23.8,0.0,0.0,18.0,2.281406090007733,3.0,11.0,2.0,881.0,179.0
17031150200,19.4,2.0,2.12,37.0,1.2686778309206572,3.0,4.0,2.0,860.0,128.0
17031130200,33.0,0.0,38.39,21.0,4.17923124164256,1.0,6.0,3.0,200.0,36.0
17031100600,22.9,0.0,0.0,25.0,0.3063070578557232,3.0,6.0,2.0,293.0,40.0
17031100700,22.9,0.0,0.0,8.0,0.0,2.0,3.0,1.0,80.0,3.0
17031090200,23.4,1.0,10.25,16.0,0.0,0.0,4.0,1.0,557.0,61.0
17031100200,22.9,0.0,3.52,29.0,2.333507845077712,2.0,7.0,2.0,424.0,35.0
17031100400,22.9,0.0,0.0,6.0,0.0,2.0,3.0,2.0,51.0,7.0
17031081500,17.8,0.0,0.0,19.0,2.224531942293287,6.0,4.0,3.0,1903.0,228.0
17031071400,26.3,0.0,0.14,16.0,4.242347641118844,0.0,6.0,2.0,400.0,55.0
17031071500,26.3,0.0,0.06,25.0,4.962055423597464,1.0,7.0,2.0,765.0,52.0
17031080500,17.8,119.0,10.63,8.0,1.3245353399290756,1.0,7.0,1.0,134.0,21.0
17031080200,17.8,0.0,0.0,16.0,3.7050084045646794,1.0,7.0,2.0,348.0,42.0
17031080700,17.8,24.0,0.0,7.0,1.5294202483335868,3.0,8.0,2.0,407.0,41.0
17031063100,23.6,4.0,0.15,10.0,1.8678046869090084,1.0,4.0,2.0,347.0,89.0
17031070500,26.3,0.0,0.42,3.0,0.494198500159071,2.0,4.0,3.0,120.0,7.0
17031071200,26.3,54.0,14.4,13.0,1.4295318893249565,1.0,7.0,1.0,318.0,108.0
17031061000,23.6,79.0,0.0,2.0,0.5196437754431662,3.0,5.0,3.0,388.0,15.0
17031061300,23.6,2.0,0.38,5.0,1.357676268377514,2.0,5.0,1.0,146.0,15.0
17031061500,23.6,0.0,0.47,1.0,1.6516862730233333,4.0,5.0,3.0,123.0,16.0
17031062300,23.6,0.0,0.53,3.0,1.5973325968854948,2.0,4.0,3.0,147.0,18.0
17031062600,23.6,0.0,2.3,5.0,0.9715567356414242,2.0,5.0,2.0,347.0,22.0
17031062700,23.6,52.0,0.0,8.0,0.6813323002021299,2.0,6.0,3.0,534.0,65.0
17031062800,23.6,0.0,0.8,4.0,0.6814167044403323,3.0,4.0,3.0,396.0,71.0
17031062900,23.6,0.0,0.16,2.0,1.16209523017467,3.0,3.0,3.0,220.0,28.0
17031050400,24.3,0.0,29.43,15.0,4.6254642108096204,3.0,9.0,2.0,283.0,44.0
17031050500,24.3,0.0,0.0,15.0,1.1289573088749765,1.0,6.0,2.0,635.0,25.0
17031050600,24.3,2.0,0.12,7.0,0.5843132093052824,2.0,7.0,2.0,407.0,55.0
17031050700,24.3,0.0,0.0,4.0,1.3806697151076732,1.0,5.0,1.0,82.0,5.0
17031050800,24.3,0.0,0.0,4.0,1.5970122724505262,1.0,6.0,1.0,379.0,21.0
17031051000,24.3,0.0,0.0,3.0,2.365386771793923,0.0,6.0,1.0,154.0,6.0
17031051100,24.3,0.0,0.79,5.0,2.224796997342444,1.0,8.0,1.0,312.0,26.0
17031051200,24.3,0.0,0.0,4.0,1.6296012988001936,2.0,5.0,1.0,80.0,0.0
17031051400,24.3,91.0,9.08,7.0,3.498983880925297,1.0,5.0,1.0,147.0,7.0
17031051500,24.3,0.0,0.0,7.0,4.003962222919558,1.0,6.0,1.0,209.0,8.0
17031060100,23.6,0.0,0.16,7.0,1.2802810947977654,6.0,5.0,4.0,125.0,22.0
17031060200,23.6,0.0,0.22,2.0,1.2288444433725862,3.0,5.0,4.0,436.0,30.0
17031060400,23.6,5.0,0.37,7.0,0.2740887857898956,1.0,5.0,2.0,411.0,66.0
17031060500,23.6,0.0,1.39,6.0,0.2736247572995038,3.0,4.0,3.0,95.0,15.0
17031060600,23.6,0.0,0.0,2.0,0.1911261018544435,3.0,5.0,2.0,70.0,25.0
17031060800,23.6,2.0,0.0,11.0,1.0640977176223505,3.0,4.0,2.0,170.0,21.0
17031040100,28.3,0.0,23.68,18.0,5.2880116151800864,2.0,9.0,4.0,234.0,7.0
17031040200,28.3,0.0,1.55,43.0,5.481680995504119,4.0,7.0,3.0,818.0,136.0
17031040300,28.3,0.0,41.57,9.0,4.018663444383121,4.0,10.0,3.0,86.0,8.0
17031040700,28.3,2.0,0.89,8.0,3.936941198586712,3.0,4.0,2.0,453.0,127.0
17031040800,28.3,0.0,0.32,4.0,3.0953371902406124,3.0,3.0,1.0,114.0,9.0
17031040900,28.3,0.0,15.97,10.0,1.9793911719236517,5.0,4.0,1.0,409.0,36.0
17031050100,24.3,4.0,0.0,10.0,1.2573352494800598,4.0,5.0,3.0,310.0,41.0
17031050200,24.3,60.0,0.0,14.0,2.261668847784236,4.0,5.0,1.0,567.0,84.0
17031050300,24.3,5.0,0.0,6.0,3.270955622315823,3.0,4.0,1.0,213.0,23.0
17031031000,23.5,9.0,0.0,9.0,4.0992063060804025,6.0,6.0,2.0,384.0,50.0
17031031100,23.5,95.0,0.16,12.0,5.965631562987899,12.0,7.0,3.0,365.0,47.0
17031031200,23.5,329.0,0.25,11.0,5.460666030851518,12.0,4.0,2.0,643.0,151.0
17031031400,23.5,8.0,12.78,33.0,4.953065218926586,12.0,7.0,2.0,285.0,20.0
17031031700,23.5,262.0,0.72,12.0,3.363498042540501,15.0,8.0,3.0,457.0,60.0
17031031800,23.5,6.0,4.93,6.0,2.1194664625387767,9.0,4.0,3.0,198.0,21.0
17031031900,23.5,0.0,0.0,6.0,1.817837217757816,8.0,5.0,3.0,276.0,15.0
17031032100,23.5,231.0,0.0,22.0,1.3163435501009997,10.0,7.0,2.0,373.0,30.0
17031020600,26.0,3.0,0.0,18.0,2.607266857261638,4.0,6.0,3.0,806.0,162.0
17031020700,26.0,216.0,70.83999999999999,39.0,2.125151281478339,6.0,7.0,3.0,706.0,97.0
17031030200,26.3,3.0,0.08,14.0,4.47258252675851,3.0,5.0,2.0,562.0,92.0
17031030300,26.3,0.0,0.0,6.0,1.771609213422408,2.0,4.0,3.0,196.0,24.0
17031030400,26.3,16.0,0.0,10.0,2.514106878199992,2.0,4.0,2.0,240.0,29.0
17031030600,26.3,396.0,5.64,11.0,3.690035816884965,2.0,3.0,2.0,355.0,42.0
17031030700,26.3,0.0,0.38,21.0,7.45982792660914,5.0,4.0,2.0,500.0,67.0
17031030800,26.3,0.0,0.69,9.0,4.972371920742282,5.0,6.0,2.0,539.0,99.0
17031010500,27.4,953.0,0.45,17.0,2.938874191745505,2.0,6.0,2.0,455.0,103.0
17031010600,27.4,0.0,0.0,10.0,2.2732730718287355,3.0,7.0,2.0,501.0,49.0
17031010700,27.4,57.0,1.52,21.0,1.840593320535588,2.0,8.0,2.0,882.0,136.0
17031010900,27.4,0.0,2.15,1.0,1.4744959433518472,2.0,5.0,2.0,34.0,1.0
17031020300,26.0,14.0,24.7,31.0,1.643317071613463,3.0,6.0,2.0,291.0,68.0
17031020400,26.0,0.0,0.2,12.0,2.039399205633069,1.0,7.0,2.0,157.0,29.0
17031020200,26.0,0.0,24.56,20.0,0.2495683943463042,0.0,4.0,2.0,333.0,47.0
17031010100,27.4,0.0,9.1,1.0,1.9712537753930155,1.0,3.0,1.0,185.0,31.0
17031010200,27.4,57.0,16.49,15.0,2.008684612060336,2.0,7.0,2.0,559.0,102.0
17031750100,28.1,0.0,0.97,21.0,1.067284200420721,0.0,11.0,2.0,204.0,43.0
17031750200,28.1,0.0,11.3,10.0,0.0,1.0,7.0,1.0,164.0,9.0
17031750300,28.1,0.0,0.0,4.0,0.0,1.0,3.0,2.0,167.0,24.0
17031750600,28.1,0.0,16.72,19.0,1.3626883767432254,2.0,10.0,2.0,267.0,45.0
17031760800,19.3,0.0,1.79,30.0,1.5125249435756167,0.0,2.0,0.0,874.0,91.0
17031770900,19.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
17031808100,19.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
17031810501,19.3,0.0,0.0,1.0,0.2682293860054784,3.0,5.0,3.0,22.0,0.0
17031821500,24.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17031823304,28.1,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0
17031590700,15.0,0.0,0.0,13.0,0.5035985114941962,2.0,5.0,3.0,254.0,18.0
17031600300,13.0,0.0,0.0,4.0,0.1613924196476714,3.0,5.0,3.0,47.0,2.0
17031561300,12.0,0.0,0.0,12.0,0.0,0.0,1.0,2.0,46.0,11.0
17031320200,17.8,16.0,0.0,28.0,4.659451565654377,9.0,2.0,3.0,4907.0,563.0
17031292300,17.7,0.0,0.0,7.0,0.8231955368997347,2.0,8.0,3.0,34.0,7.0
17031290100,17.7,0.0,0.0,3.0,0.4075787143627512,2.0,11.0,1.0,23.0,1.0
17031282300,14.6,3.0,0.0,7.0,1.6294354965633582,1.0,5.0,3.0,24.0,4.0
17031280300,14.6,260.0,14.24,8.0,2.843293269386086,6.0,9.0,4.0,1414.0,54.0
17031270600,18.4,0.0,0.0,4.0,1.9849951505986736,3.0,12.0,2.0,13.0,0.0
17031260400,17.9,0.0,0.0,2.0,2.257899934288249,5.0,6.0,2.0,120.0,6.0
17031242400,19.5,2.0,0.28,8.0,1.504235037122439,1.0,14.0,2.0,295.0,46.0
17031240800,19.5,52.0,16.76,3.0,1.9823747001443408,7.0,5.0,3.0,97.0,14.0
17031230600,16.5,15.0,1.98,21.0,0.0,2.0,10.0,2.0,522.0,65.0
17031221600,19.9,0.0,4.38,4.0,2.4432079338538766,2.0,5.0,2.0,330.0,32.0
17031190300,15.2,3.0,0.0,11.0,0.2505587485855855,3.0,6.0,1.0,565.0,92.0
17031190100,15.2,110.0,0.0,9.0,1.321642112735398,2.0,5.0,1.0,297.0,54.0
17031160100,24.8,0.0,3.0,6.0,1.846432060279232,1.0,2.0,2.0,271.0,36.0
17031381900,16.9,0.0,0.0,4.0,1.206537488826183,4.0,5.0,1.0,35.0,4.0
17031350800,21.6,1.0,0.0,2.0,2.296655038396373,2.0,7.0,2.0,36.0,2.0
17031370200,12.3,0.0,11.31,10.0,0.254355854310958,3.0,7.0,3.0,44.0,7.0
17031320300,17.8,0.0,0.0,6.0,3.441561105683092,9.0,2.0,2.0,1354.0,149.0
17031300200,14.9,0.0,0.0,3.0,1.4701854856748506,3.0,10.0,2.0,94.0,15.0
17031301500,14.9,0.0,0.0,8.0,2.016539938369984,1.0,11.0,2.0,178.0,24.0
17031291000,17.7,45.0,0.6,5.0,2.13233629426262,1.0,10.0,1.0,71.0,13.0
17031283100,14.6,0.0,0.0,5.0,0.890130875259043,1.0,9.0,4.0,316.0,76.0
17031280700,14.6,0.0,0.0,2.0,1.946533426328352,4.0,9.0,1.0,81.0,2.0
17031282000,14.6,0.0,0.0,8.0,5.43052170811846,5.0,2.0,3.0,171.0,27.0
