census_tract,bike_lane_miles
17031080900,0.00029345855132640605
17031283300,0.0
17031284000,0.0
17031280400,0.00028160662584706525
17031281400,0.0
17031260800,0.0
17031270400,0.9983208385691672
17031271100,0.0
17031251800,0.7646596687711733
17031250300,0.0
17031250500,0.0
17031251300,0.0
17031242300,0.2522302622208689
17031242900,0.2523087189651251
17031231700,0.7242172525887204
17031240700,0.0
17031241300,0.0
17031222400,0.0
17031230100,0.0
17031231100,0.0
17031220600,0.1528502406179089
17031221900,0.19148229642685213
17031210200,0.018688034439571642
17031210800,0.1264618453050241
17031190400,0.0
17031191300,0.0
17031170600,0.0
17031180200,0.0
17031160900,0.0
17031150400,0.0
17031151100,0.0
17031130400,0.0
17031120100,0.0
17031090300,0.0
17031081000,0.26985105796649855
17031081800,0.27687571341217926
17031071900,0.0
17031080300,0.0
17031063400,0.0
17031070700,0.29063327664260885
17031061100,0.0
17031061800,0.0
17031062500,0.0
17031730400,0.5216321461717779
17031691200,0.0
17031680900,0.1252785767975589
17031671000,0.0
17031660600,0.0
17031640800,0.0
17031630400,0.0
17031611600,0.0
17031601000,0.0
17031581000,0.0
17031570300,0.0
17031560900,0.0
17031490400,0.0
17031460500,0.0
17031450100,0.0
17031440100,0.0
17031430300,0.0
17031420200,0.0
17031400400,0.0005504312599912868
17031680600,0.0
17031490200,0.0
17031351100,0.0
17031252000,0.0
17031231500,0.390311229312638
17031070300,0.0
17031020900,0.0
17031252400,0.0
17031530100,0.0
17031222700,0.0
17031500200,1.2093583763534634
17031390600,0.0
17031010400,0.0
17031242200,0.2513397476564045
17031680300,0.5023086662030379
17031612000,0.0
17031400800,0.0
17031710300,0.0
