census_tract,Tree_Canopy
17031311300,21.71824085931688
17031690600,29.420906483888675
17031510400,12.97565862571516
17031460600,27.17595231111207
17031440700,21.302286234406917
17031430200,33.011708235872376
17031420100,19.868131704821845
17031410200,38.8160601160152
17031381000,19.4958051081575
17031350200,23.838651388114247
17031360400,19.816070722688977
17031320400,23.929287114865144
17031310800,18.690547526964668
17031300600,23.879956329963093
17031290800,15.063787658840992
17031282500,16.872716886180708
17031283800,24.12828640112675
17031281600,16.80633837477759
17031270900,16.190203564805703
17031260100,15.765196988543853
17031251500,29.08162258477923
17031243200,23.227169554360646
17031241200,25.931256396813538
17031230400,18.41144406422653
17031220900,21.464445301278893
17031200600,20.334869241165627
17031190600,22.71547322409552
17031171000,22.870890370929658
17031170100,15.662425833083123
17031130500,27.771050373190185
17031110400,22.333275379510315
17031080800,18.228412178119196
17031072000,26.090029522811722
17031070900,21.898863578801702
17031061600,23.876759971087736
17031050900,29.171691004683122
17031040600,30.690953550849866
17031031500,22.867352283670268
17031740400,17.323799844418165
17031820800,19.473875363965004
17031720400,28.646235425861832
17031720700,46.38865467270766
17031740200,21.52001724794705
17031730600,23.698828011036056
17031710400,23.27795783981717
17031710600,20.615004934923903
17031710900,21.151259338925303
17031711100,19.87374379453764
17031691400,26.351096753900627
17031700300,14.942289810435756
17031710100,25.627400896976095
17031690200,15.864567652625594
17031690400,27.301950757582507
17031690700,29.248149556697502
17031690900,27.126635505466286
17031680800,23.906512079987863
17031671100,28.113587207581467
17031660900,24.681687860479055
17031612200,22.56998823231323
17031611000,26.0797660248799
17031601100,13.259008087905377
17031590300,19.991500554013818
17031580100,21.388910070497232
17031530500,30.104836109466444
17031320600,22.790554118997466
17031301700,22.620646511075247
17031302000,16.749443823254296
17031310200,18.77968200263189
17031311200,21.725137660196474
17031310900,19.54613343014372
17031292200,24.256649868956355
17031292400,21.458436770304072
17031292700,15.586336327747855
17031300500,20.89833490054743
17031300700,24.73716706514324
17031301000,22.32344606232258
17031284200,19.074124158747956
17031290200,27.06416905745929
17031290400,15.075993793998173
17031290700,15.067232040601846
17031291300,25.044988740047554
17031291500,20.398501933385838
17031292000,29.51510664774365
17031282100,16.01217588344361
17031283400,15.888316182190726
17031283700,15.892091194345907
17031283900,19.073526565905233
17031271900,16.199663665063834
17031280200,17.254762467964223
17031281200,22.685875684546172
17031281500,16.749905748853806
17031281700,21.366985378306065
17031270200,19.832524284777694
17031270500,25.13338999064191
17031270700,19.423274640498967
17031271200,20.19427725478538
17031271500,22.69277238479258
17031271700,22.75841381679016
17031251900,25.250424731889062
17031252100,23.995901579900416
17031260300,21.624509846544196
17031260500,19.901408007916103
17031250200,18.798762571202687
17031250400,19.679125726545614
17031251400,27.55904390116143
17031242000,21.404005469155766
17031242700,25.029880214194243
17031243000,23.310618352366507
17031243400,21.25322004656552
17031243300,21.426259545838207
17031250100,15.104969547348844
17031240300,32.13712530363245
17031240600,24.746018035595597
17031240900,25.159228958847255
17031241100,30.153764297955963
17031241700,13.957958444445385
17031222500,24.998429059406355
17031231600,18.59205737450804
17031230300,25.826669963294286
17031230500,14.891731375407588
17031230800,16.585720512844958
17031231300,17.850630332984334
17031220500,27.795641498945788
17031221000,23.850717704433382
17031221200,32.04574761114254
17031221500,27.001979770298437
17031221700,25.37250686850856
17031200500,20.493834611702418
17031210100,19.134867040959172
17031210400,17.073431079171158
17031210600,21.868432339132163
17031220300,27.859771371939086
17031190200,21.068164977802155
17031190500,13.326541134753308
17031190700,22.254036144586255
17031191200,14.033265998038065
17031200100,20.749016823043515
17031200300,18.97542693425741
17031170700,20.490394267741028
17031160700,26.34306683039776
17031161000,29.39631410429054
17031161200,23.249819197890776
17031170200,22.43830216058952
17031150500,21.957425971493517
17031150700,21.525544064907177
17031151000,21.31509109158086
17031151200,17.114850615883473
17031160500,27.77441321267156
17031140100,27.274829898178304
17031140300,31.484501413595144
17031120200,43.10367622841822
17031130100,36.20689459000252
17031130300,32.40676511205684
17031110500,23.97156082836844
17031100500,20.10364815882503
17031100100,24.209778370630715
17031100300,28.661278472558713
17031080600,15.549582553183834
17031080400,27.82347601069279
17031063000,23.381121556844974
17031063300,25.7598537377794
17031070800,21.80992482117385
17031071000,35.275323097256084
17031070600,30.377206269512797
17031071100,39.19827912167892
17031060900,22.876642261809675
17031061400,30.859557331003067
17031061700,23.77938718162647
17031061900,17.89584618430348
17031720300,35.055823530199326
17031671800,23.79165305282448
17031620300,16.965835023088736
17031600100,14.35921048243025
17031540100,23.062762273265463
17031431000,22.071966655847863
17031390500,42.84131710951608
17031381300,19.838313494429265
17031360100,21.816599402778106
17031310100,14.854273675450262
17031301100,25.815075996754803
17031280800,13.594884101475984
17031271400,17.763232468883846
17031250600,18.53678841329974
17031231800,17.167801483869926
17031222100,25.4190881295152
17031191100,21.73067337967858
17031120300,33.571422516614454
17031070400,33.3510654026294
17031711400,21.553777382461913
17031560400,12.45249278728629
17031440800,24.702548836400517
17031410100,28.384983001859975
17031291800,25.38978631435456
